tool,provider,algorithm_id,display_name,group,location
GRASS,GRASS,i.cca,i.cca,Imagery,/opt/grass/grass84/bin
GRASS,GRASS,i.cluster,i.cluster,Imagery,/opt/grass/grass84/bin
GRASS,GRASS,i.eb.eta,i.eb.eta,Imagery,/opt/grass/grass84/bin
GRASS,GRASS,i.eb.evapfr,i.eb.evapfr,Imagery,/opt/grass/grass84/bin
GRASS,GRASS,i.eb.hsebal01,i.eb.hsebal01,Imagery,/opt/grass/grass84/bin
GRASS,GRASS,i.eb.netrad,i.eb.netrad,Imagery,/opt/grass/grass84/bin
GRASS,GRASS,i.eb.soilheatflux,i.eb.soilheatflux,Imagery,/opt/grass/grass84/bin
GRASS,GRASS,i.emissivity,i.emissivity,Imagery,/opt/grass/grass84/bin
GRASS,GRASS,i.evapo.mh,i.evapo.mh,Imagery,/opt/grass/grass84/bin
GRASS,GRASS,i.evapo.pm,i.evapo.pm,Imagery,/opt/grass/grass84/bin
GRASS,GRASS,i.evapo.pt,i.evapo.pt,Imagery,/opt/grass/grass84/bin
GRASS,GRASS,i.evapo.time,i.evapo.time,Imagery,/opt/grass/grass84/bin
GRASS,GRASS,i.fft,i.fft,Imagery,/opt/grass/grass84/bin
GRASS,GRASS,i.gensig,i.gensig,Imagery,/opt/grass/grass84/bin
GRASS,GRASS,i.gensigset,i.gensigset,Imagery,/opt/grass/grass84/bin
GRASS,GRASS,i.group,i.group,Imagery,/opt/grass/grass84/bin
GRASS,GRASS,i.his.rgb,i.his.rgb,Imagery,/opt/grass/grass84/bin
GRASS,GRASS,i.ifft,i.ifft,Imagery,/opt/grass/grass84/bin
GRASS,GRASS,i.landsat.acca,i.landsat.acca,Imagery,/opt/grass/grass84/bin
GRASS,GRASS,i.landsat.toar,i.landsat.toar,Imagery,/opt/grass/grass84/bin
GRASS,GRASS,i.maxlik,i.maxlik,Imagery,/opt/grass/grass84/bin
GRASS,GRASS,i.modis.qc,i.modis.qc,Imagery,/opt/grass/grass84/bin
GRASS,GRASS,i.ortho.camera,i.ortho.camera,Imagery,/opt/grass/grass84/bin
GRASS,GRASS,i.ortho.elev,i.ortho.elev,Imagery,/opt/grass/grass84/bin
GRASS,GRASS,i.ortho.init,i.ortho.init,Imagery,/opt/grass/grass84/bin
GRASS,GRASS,i.ortho.photo,i.ortho.photo,Imagery,/opt/grass/grass84/bin
GRASS,GRASS,i.ortho.rectify,i.ortho.rectify,Imagery,/opt/grass/grass84/bin
GRASS,GRASS,i.ortho.target,i.ortho.target,Imagery,/opt/grass/grass84/bin
GRASS,GRASS,i.ortho.transform,i.ortho.transform,Imagery,/opt/grass/grass84/bin
GRASS,GRASS,i.pca,i.pca,Imagery,/opt/grass/grass84/bin
GRASS,GRASS,i.rectify,i.rectify,Imagery,/opt/grass/grass84/bin
GRASS,GRASS,i.rgb.his,i.rgb.his,Imagery,/opt/grass/grass84/bin
GRASS,GRASS,i.segment,i.segment,Imagery,/opt/grass/grass84/bin
GRASS,GRASS,i.signatures,i.signatures,Imagery,/opt/grass/grass84/bin
GRASS,GRASS,i.smap,i.smap,Imagery,/opt/grass/grass84/bin
GRASS,GRASS,i.target,i.target,Imagery,/opt/grass/grass84/bin
GRASS,GRASS,i.topo.corr,i.topo.corr,Imagery,/opt/grass/grass84/bin
GRASS,GRASS,i.vi,i.vi,Imagery,/opt/grass/grass84/bin
GRASS,GRASS,i.zc,i.zc,Imagery,/opt/grass/grass84/bin
GRASS,GRASS,ps.map,ps.map,PostScript,/opt/grass/grass84/bin
GRASS,GRASS,r.basins.fill,r.basins.fill,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.buffer,r.buffer,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.buildvrt,r.buildvrt,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.carve,r.carve,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.category,r.category,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.circle,r.circle,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.clump,r.clump,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.coin,r.coin,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.colors,r.colors,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.colors.out,r.colors.out,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.composite,r.composite,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.compress,r.compress,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.contour,r.contour,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.cost,r.cost,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.covar,r.covar,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.cross,r.cross,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.describe,r.describe,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.distance,r.distance,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.external,r.external,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.external.out,r.external.out,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.fill.dir,r.fill.dir,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.fill.stats,r.fill.stats,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.flow,r.flow,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.geomorphon,r.geomorphon,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.grow.distance,r.grow.distance,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.gwflow,r.gwflow,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.his,r.his,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.horizon,r.horizon,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.in.ascii,r.in.ascii,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.in.bin,r.in.bin,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.in.gdal,r.in.gdal,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.in.gridatb,r.in.gridatb,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.in.mat,r.in.mat,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.in.png,r.in.png,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.in.poly,r.in.poly,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.in.xyz,r.in.xyz,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.info,r.info,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.kappa,r.kappa,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.lake,r.lake,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.latlong,r.latlong,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.li.cwed,r.li.cwed,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.li.dominance,r.li.dominance,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.li.edgedensity,r.li.edgedensity,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.li.mpa,r.li.mpa,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.li.mps,r.li.mps,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.li.padcv,r.li.padcv,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.li.padrange,r.li.padrange,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.li.padsd,r.li.padsd,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.li.patchdensity,r.li.patchdensity,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.li.patchnum,r.li.patchnum,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.li.pielou,r.li.pielou,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.li.renyi,r.li.renyi,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.li.richness,r.li.richness,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.li.shannon,r.li.shannon,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.li.shape,r.li.shape,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.li.simpson,r.li.simpson,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.mapcalc,r.mapcalc,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.mfilter,r.mfilter,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.mode,r.mode,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.neighbors,r.neighbors,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.null,r.null,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.object.geometry,r.object.geometry,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.out.ascii,r.out.ascii,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.out.bin,r.out.bin,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.out.gdal,r.out.gdal,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.out.gridatb,r.out.gridatb,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.out.mat,r.out.mat,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.out.mpeg,r.out.mpeg,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.out.png,r.out.png,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.out.pov,r.out.pov,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.out.ppm,r.out.ppm,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.out.ppm3,r.out.ppm3,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.out.vrml,r.out.vrml,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.out.vtk,r.out.vtk,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.param.scale,r.param.scale,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.patch,r.patch,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.path,r.path,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.profile,r.profile,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.proj,r.proj,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.quant,r.quant,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.quantile,r.quantile,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.random,r.random,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.random.cells,r.random.cells,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.random.surface,r.random.surface,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.reclass,r.reclass,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.recode,r.recode,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.region,r.region,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.regression.line,r.regression.line,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.regression.multi,r.regression.multi,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.relief,r.relief,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.report,r.report,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.resamp.bspline,r.resamp.bspline,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.resamp.filter,r.resamp.filter,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.resamp.interp,r.resamp.interp,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.resamp.rst,r.resamp.rst,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.resamp.stats,r.resamp.stats,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.resample,r.resample,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.rescale,r.rescale,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.rescale.eq,r.rescale.eq,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.ros,r.ros,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.series,r.series,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.series.accumulate,r.series.accumulate,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.series.interp,r.series.interp,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.sim.sediment,r.sim.sediment,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.sim.water,r.sim.water,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.slope.aspect,r.slope.aspect,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.solute.transport,r.solute.transport,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.spread,r.spread,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.spreadpath,r.spreadpath,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.statistics,r.statistics,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.stats,r.stats,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.stats.quantile,r.stats.quantile,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.stats.zonal,r.stats.zonal,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.stream.extract,r.stream.extract,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.sun,r.sun,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.sunhours,r.sunhours,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.sunmask,r.sunmask,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.support,r.support,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.support.stats,r.support.stats,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.surf.area,r.surf.area,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.surf.contour,r.surf.contour,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.surf.fractal,r.surf.fractal,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.surf.gauss,r.surf.gauss,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.surf.idw,r.surf.idw,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.surf.random,r.surf.random,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.terraflow,r.terraflow,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.texture,r.texture,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.thin,r.thin,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.tile,r.tile,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.timestamp,r.timestamp,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.to.rast3,r.to.rast3,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.to.rast3elev,r.to.rast3elev,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.to.vect,r.to.vect,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.topidx,r.topidx,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.topmodel,r.topmodel,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.transect,r.transect,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.univar,r.univar,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.uslek,r.uslek,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.usler,r.usler,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.viewshed,r.viewshed,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.volume,r.volume,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.walk,r.walk,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.water.outlet,r.water.outlet,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.watershed,r.watershed,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.what,r.what,Raster,/opt/grass/grass84/bin
GRASS,GRASS,r.what.color,r.what.color,Raster,/opt/grass/grass84/bin
GRASS,GRASS,t.connect,t.connect,Temporal,/opt/grass/grass84/bin
GRASS,GRASS,v.buffer,v.buffer,Vector,/opt/grass/grass84/bin
GRASS,GRASS,v.build,v.build,Vector,/opt/grass/grass84/bin
GRASS,GRASS,v.build.polylines,v.build.polylines,Vector,/opt/grass/grass84/bin
GRASS,GRASS,v.category,v.category,Vector,/opt/grass/grass84/bin
GRASS,GRASS,v.class,v.class,Vector,/opt/grass/grass84/bin
GRASS,GRASS,v.clean,v.clean,Vector,/opt/grass/grass84/bin
GRASS,GRASS,v.cluster,v.cluster,Vector,/opt/grass/grass84/bin
GRASS,GRASS,v.colors,v.colors,Vector,/opt/grass/grass84/bin
GRASS,GRASS,v.colors.out,v.colors.out,Vector,/opt/grass/grass84/bin
GRASS,GRASS,v.db.connect,v.db.connect,Vector,/opt/grass/grass84/bin
GRASS,GRASS,v.db.select,v.db.select,Vector,/opt/grass/grass84/bin
GRASS,GRASS,v.decimate,v.decimate,Vector,/opt/grass/grass84/bin
GRASS,GRASS,v.delaunay,v.delaunay,Vector,/opt/grass/grass84/bin
GRASS,GRASS,v.distance,v.distance,Vector,/opt/grass/grass84/bin
GRASS,GRASS,v.drape,v.drape,Vector,/opt/grass/grass84/bin
GRASS,GRASS,v.edit,v.edit,Vector,/opt/grass/grass84/bin
GRASS,GRASS,v.external,v.external,Vector,/opt/grass/grass84/bin
GRASS,GRASS,v.external.out,v.external.out,Vector,/opt/grass/grass84/bin
GRASS,GRASS,v.extract,v.extract,Vector,/opt/grass/grass84/bin
GRASS,GRASS,v.extrude,v.extrude,Vector,/opt/grass/grass84/bin
GRASS,GRASS,v.fill.holes,v.fill.holes,Vector,/opt/grass/grass84/bin
GRASS,GRASS,v.generalize,v.generalize,Vector,/opt/grass/grass84/bin
GRASS,GRASS,v.hull,v.hull,Vector,/opt/grass/grass84/bin
GRASS,GRASS,v.in.ascii,v.in.ascii,Vector,/opt/grass/grass84/bin
GRASS,GRASS,v.in.db,v.in.db,Vector,/opt/grass/grass84/bin
GRASS,GRASS,v.in.dxf,v.in.dxf,Vector,/opt/grass/grass84/bin
GRASS,GRASS,v.in.ogr,v.in.ogr,Vector,/opt/grass/grass84/bin
GRASS,GRASS,v.in.region,v.in.region,Vector,/opt/grass/grass84/bin
GRASS,GRASS,v.info,v.info,Vector,/opt/grass/grass84/bin
GRASS,GRASS,v.kcv,v.kcv,Vector,/opt/grass/grass84/bin
GRASS,GRASS,v.kernel,v.kernel,Vector,/opt/grass/grass84/bin
GRASS,GRASS,v.label,v.label,Vector,/opt/grass/grass84/bin
GRASS,GRASS,v.label.sa,v.label.sa,Vector,/opt/grass/grass84/bin
GRASS,GRASS,v.lidar.correction,v.lidar.correction,Vector,/opt/grass/grass84/bin
GRASS,GRASS,v.lidar.edgedetection,v.lidar.edgedetection,Vector,/opt/grass/grass84/bin
GRASS,GRASS,v.lidar.growing,v.lidar.growing,Vector,/opt/grass/grass84/bin
GRASS,GRASS,v.lrs.create,v.lrs.create,Vector,/opt/grass/grass84/bin
GRASS,GRASS,v.lrs.label,v.lrs.label,Vector,/opt/grass/grass84/bin
GRASS,GRASS,v.lrs.segment,v.lrs.segment,Vector,/opt/grass/grass84/bin
GRASS,GRASS,v.lrs.where,v.lrs.where,Vector,/opt/grass/grass84/bin
GRASS,GRASS,v.mkgrid,v.mkgrid,Vector,/opt/grass/grass84/bin
GRASS,GRASS,v.neighbors,v.neighbors,Vector,/opt/grass/grass84/bin
GRASS,GRASS,v.net,v.net,Vector,/opt/grass/grass84/bin
GRASS,GRASS,v.net.alloc,v.net.alloc,Vector,/opt/grass/grass84/bin
GRASS,GRASS,v.net.allpairs,v.net.allpairs,Vector,/opt/grass/grass84/bin
GRASS,GRASS,v.net.bridge,v.net.bridge,Vector,/opt/grass/grass84/bin
GRASS,GRASS,v.net.centrality,v.net.centrality,Vector,/opt/grass/grass84/bin
GRASS,GRASS,v.net.components,v.net.components,Vector,/opt/grass/grass84/bin
GRASS,GRASS,v.net.connectivity,v.net.connectivity,Vector,/opt/grass/grass84/bin
GRASS,GRASS,v.net.distance,v.net.distance,Vector,/opt/grass/grass84/bin
GRASS,GRASS,v.net.flow,v.net.flow,Vector,/opt/grass/grass84/bin
GRASS,GRASS,v.net.iso,v.net.iso,Vector,/opt/grass/grass84/bin
GRASS,GRASS,v.net.path,v.net.path,Vector,/opt/grass/grass84/bin
GRASS,GRASS,v.net.salesman,v.net.salesman,Vector,/opt/grass/grass84/bin
GRASS,GRASS,v.net.spanningtree,v.net.spanningtree,Vector,/opt/grass/grass84/bin
GRASS,GRASS,v.net.steiner,v.net.steiner,Vector,/opt/grass/grass84/bin
GRASS,GRASS,v.net.timetable,v.net.timetable,Vector,/opt/grass/grass84/bin
GRASS,GRASS,v.net.visibility,v.net.visibility,Vector,/opt/grass/grass84/bin
GRASS,GRASS,v.normal,v.normal,Vector,/opt/grass/grass84/bin
GRASS,GRASS,v.out.ascii,v.out.ascii,Vector,/opt/grass/grass84/bin
GRASS,GRASS,v.out.dxf,v.out.dxf,Vector,/opt/grass/grass84/bin
GRASS,GRASS,v.out.ogr,v.out.ogr,Vector,/opt/grass/grass84/bin
GRASS,GRASS,v.out.pov,v.out.pov,Vector,/opt/grass/grass84/bin
GRASS,GRASS,v.out.svg,v.out.svg,Vector,/opt/grass/grass84/bin
GRASS,GRASS,v.out.vtk,v.out.vtk,Vector,/opt/grass/grass84/bin
GRASS,GRASS,v.outlier,v.outlier,Vector,/opt/grass/grass84/bin
GRASS,GRASS,v.overlay,v.overlay,Vector,/opt/grass/grass84/bin
GRASS,GRASS,v.parallel,v.parallel,Vector,/opt/grass/grass84/bin
GRASS,GRASS,v.patch,v.patch,Vector,/opt/grass/grass84/bin
GRASS,GRASS,v.perturb,v.perturb,Vector,/opt/grass/grass84/bin
GRASS,GRASS,v.profile,v.profile,Vector,/opt/grass/grass84/bin
GRASS,GRASS,v.proj,v.proj,Vector,/opt/grass/grass84/bin
GRASS,GRASS,v.qcount,v.qcount,Vector,/opt/grass/grass84/bin
GRASS,GRASS,v.random,v.random,Vector,/opt/grass/grass84/bin
GRASS,GRASS,v.reclass,v.reclass,Vector,/opt/grass/grass84/bin
GRASS,GRASS,v.rectify,v.rectify,Vector,/opt/grass/grass84/bin
GRASS,GRASS,v.sample,v.sample,Vector,/opt/grass/grass84/bin
GRASS,GRASS,v.segment,v.segment,Vector,/opt/grass/grass84/bin
GRASS,GRASS,v.select,v.select,Vector,/opt/grass/grass84/bin
GRASS,GRASS,v.split,v.split,Vector,/opt/grass/grass84/bin
GRASS,GRASS,v.support,v.support,Vector,/opt/grass/grass84/bin
GRASS,GRASS,v.surf.bspline,v.surf.bspline,Vector,/opt/grass/grass84/bin
